,created_at,screen_name,location,text
146,2021-04-20 09:54:09,AgentLease,,"We have received this great photo from a customer today, who has recently taken delivery of his #BMW 3 Series 330e… https://t.co/NkITkYX6dT"
147,2021-04-20 09:51:41,Aston_Leeds,Leeds,"It's time to get out on the open road.

Vantage test drives available, just follow the link in our bio!… https://t.co/jN6lwyJaZJ"
148,2021-04-20 09:29:30,logbooked,"Stoke On Trent, England","Visit Moss Motors Showroom On https://t.co/2RQAvWS3JD to search for your next new vehicle 
#newcar #buycars… https://t.co/wZxFhF2uJ7"
149,2021-04-20 09:29:25,CarConversatio1,Australia,"here's the #TOYOTAbZ4X - the brand's first #ElectricCar, it's confirmed for #Australia. #Toyota #bz4x #TOYOTAbZ… https://t.co/yxkjVUAMpI"
150,2021-04-20 09:11:44,KitSpares,Nottinghamshire,RT @GBSCars: Fancy joining us in your Zero on our run out? Then visit our event page and blog for more details.... https://t.co/Fs1k8QDQpL…
151,2021-04-20 09:09:08,KeyWorkerCarLe1,Preston,It's always nice when we see a random rainbow. #keyworkercarleasing #keyworker #nhs #newcar #noprocessingfee… https://t.co/F9QgSwDK9i
152,2021-04-20 09:07:57,Francis69218438,,"RT @AutosMade: Does Anyone know the Toyota released a new EV-Sedan ?

2021 Toyota Mirai and the car is compressed with lot of technological…"
153,2021-04-20 09:06:15,MerphyMike,,"RT @AutosMade: Does Anyone know the Toyota released a new EV-Sedan ?

2021 Toyota Mirai and the car is compressed with lot of technological…"
154,2021-04-20 09:02:20,GBSCars,Nottinghamshire,Fancy joining us in your Zero on our run out? Then visit our event page and blog for more details....… https://t.co/n2ukleaZsz
155,2021-04-20 08:58:31,JakeNobe,,"RT @AutosMade: Does Anyone know the Toyota released a new EV-Sedan ?

2021 Toyota Mirai and the car is compressed with lot of technological…"
156,2021-04-20 08:54:04,caastalife,Caerphilly,1 in 5 Brits are on the hunts for a new car with many being put off by an uncertain future - read in full here:… https://t.co/3n9CXAANWj
157,2021-04-20 08:48:48,MotorOctane,"Mumbai, India","With the new #lockdown caused by #covid19, are you planning to buy a car? If yes, which would it be? New or used? T… https://t.co/iPiE6jYraF"
158,2021-04-20 08:37:55,MahendharAppala,,"RT @shreyasgroup: Stylish star @alluarjun with his new BEAST! 
#newcar #rangerover #aabeast https://t.co/Bk3c3sVEVu"
159,2021-04-20 08:05:02,pocketboxit,United Kingdom,"If you’re selling your car but can’t find your log book, you can get a new one online quickly using this online ser… https://t.co/YlQksl0Tlj"
160,2021-04-20 08:00:22,CurrieMotors,,"Scrap old, drive new. Read more about our Toyota Scrappage Scheme: https://t.co/XGjh8dNwLr  

#Toyota… https://t.co/IC38V7OGVJ"
161,2021-04-20 08:00:02,RankSuggest,Dublin Ireland,"This is cool. Isn't? Please like it, retweet and follow me. #cars #car #newcar https://t.co/9b47SRJGhp"
162,2021-04-20 07:25:02,ArdenGarages,"Stratford-upon-Avon, UK","Are you ready to get behind the wheel of a new or used Ford?

Find out more about all our great deals by visiting u… https://t.co/urh87nWtbz"
163,2021-04-20 07:04:08,AVISUAE,UAE,"For more information contact us at:
📧 lease.corporate@avisuae.ae
📱 800AVIS(2847)
🌐 https://t.co/gh0yYOruOA… https://t.co/3Mt73Hp7ss"
164,2021-04-20 07:00:53,MoveCarLeasing,United Kingdom,"Get your new BMW 1 Series this Spring from MVL - Leasing has never been more affordable! 

https://t.co/d3AeOquCoc… https://t.co/RrzVdenQLP"
165,2021-04-20 06:47:02,Vehicularza,South Africa,".@BMW_SA announces new M3 Sedan and M4 Coupe with xDrive.

More here: https://t.co/0c6hksslit

#bmw #m3sedan #sales… https://t.co/hwJe7vmxMh"
166,2021-04-20 06:31:49,DMD_Detailing,"Johnstone, Scotland",Tesla Model 3 after undergoing my #NewCar Paint Protection Detail. https://t.co/NpcUaNBTlz #21reg #21plate… https://t.co/6bZLBL9txO
167,2021-04-20 06:30:01,DMD_Detailing,"Johnstone, Scotland",Audi S3 after ugoing my #NewCar Paint protection Detail. https://t.co/c8ILyGiBaT #21reg #21plate #cardetailing… https://t.co/EWXp99Re8S
168,2021-04-20 05:00:07,Eden_Insurance,"Bloomington, IL","Personality vs. Pocketbook: Should you lease, finance, or pay cash for your next car? #NewCar https://t.co/HWwZGlrDdw"
169,2021-04-20 04:30:00,GalaxyToyotacom,"New Delhi, Delhi","Feels as good as it looks, Toyota Glanza….

This April Beat the heat with cool offer on Toyota Glanza 

🌐 Book Onli… https://t.co/3I0a4IEQPA"
170,2021-04-20 04:14:01,MB4maticAMG_SA,Sun City:South Africa,"RT @KeyWorkerCarLe1: Oooooo, moody looking teaser. Love it! 
#keyworkercarleasing #keyworker #nhs #newcar #noprocessingfee #electriccars #e…"
171,2021-04-20 04:10:06,FoundationCDJR,"1180 Hunter Place, Squamish","Legendary Performance comes in all shapes and sizes with Dodge.

#dodge #legendary #power #performance… https://t.co/yUj0ByfXwp"
172,2021-04-20 04:09:04,nasingh341,greater noida,RT @simplyvikash: Welcome to the family..beauty..first good news after so many days #newcar #hondacity https://t.co/eFUOdzKxy1
173,2021-04-20 04:00:02,RankSuggest,Dublin Ireland,Did you like this car? Please retweet and follow me. #cars #car #newcar https://t.co/Scs62XfV7Z
174,2021-04-20 03:54:13,reautostl,9600 St Charles Rock Rd  63114,"Congratulations Lakaveon 🎉🎊
He purchase a nice 2015 Chevy Malibu with an amazing deal ✅
Get a Fast &amp; Easy Approval… https://t.co/S3wApjKWUT"
175,2021-04-20 03:32:21,SupergirlofSF,"San Francisco, CA",@AngelaBelcamino Let's get Angela a #newcar! https://t.co/VKfK7LVRuI
176,2021-04-20 03:30:00,Espirit_Toyota,Mathura Road| Noida| G.Noida ,"Toyota has also equipped the #InnovaCrysta with connectivity features allowing real-time vehicle tracking, geofenci… https://t.co/aI7Z4UeZLW"
177,2021-04-20 03:23:08,reautostl,9600 St Charles Rock Rd  63114,"Congratulations Justyn 🎉🎊
He purchase a nice 2017 Chevy Malibu with Fast &amp; Easy Approval ✅
Get a Fast &amp; Easy Approv… https://t.co/ySHwY1vfcr"
178,2021-04-20 02:47:26,iStrikhedonia,,Today we traded our Mini Cooper in for something just a little bigger ;) #car #cars #Tacoma #USA #America #newcar… https://t.co/tXq0dtgsY6
179,2021-04-20 02:09:07,shelovesmarley,Somewhere In Chicago,RT @Steady_Moppin: Today I became a proud owner of a 2021 Volvo S60 T5 😩😩 #Volvo #ProudOwner #NewCar https://t.co/UazmgfZ4hP
180,2021-04-20 02:00:02,RankSuggest,Dublin Ireland,"If you did not see this, you did not see anything. Please like it, retweet and follow me. #cars #car #newcar https://t.co/VoIOGp5a1j"
181,2021-04-20 01:51:01,RFGreen85,"Simi Valley, CA","Very emotional day - I finally had to say good-bye to my 2013 Ford Focus.

It was difficult letting go of my… https://t.co/EsmgDah0D7"
182,2021-04-20 01:33:05,melissatgibbs,"Salt Lake City, Utah",Early graduation present for Lydia!!! #NewCar #GraduationGift #Mazda #CX5 #Drive https://t.co/X7YEP332Br
183,2021-04-20 01:30:02,queennetworker,California,"Personality vs. Pocketbook: Should you lease, finance, or pay cash for your next car? #NewCar https://t.co/z816lkBEEJ"
184,2021-04-20 00:56:40,daniel50807463,,ALMOST live! Couple more hours dudes!! Getting me a Jeep right now before stream! #newcar time lol.
185,2021-04-20 00:30:04,LandmarkWealth,Greater Boston Area,"Personality vs. Pocketbook: Should you lease, finance, or pay cash for your next car? #NewCar https://t.co/W1G8bgUs8N"
186,2021-04-19 23:22:30,trevorrio,,@iAmNeilly I would have keep it for a month or two and spent it on some cool shit lol 😆 #newcar
187,2021-04-19 23:14:03,PrimeWayFCU,"Houston, TX","With the Life Proof Auto Loan, not only can you enjoy rates as low as 2.50% APR* for 72 months, your loan comes wit… https://t.co/uwoerntaux"
188,2021-04-19 23:00:19,GreaterWay2Bank,"Hackensack, NJ, Paramus, NJ, &","Whether you are savings for a new car 🚗, a home 🏡 or that vacation 🏖️ you been dreaming about, we have the tips to… https://t.co/OOXyL1ouGi"
189,2021-04-19 21:55:18,HicksSubaru,"Corpus Christi, TX","Subaru Crosstreks in stock at Hicks Family Subaru!! Check out our inventory online, pick your favorite and personal… https://t.co/mvxMy4iEFf"
190,2021-04-19 21:30:43,wj3enterprises,"Columbus, OH","Get Good credit! Today is the day you stop being embarrassed about you credit ,take ownership and fix it with the d… https://t.co/P2PWEduglR"
191,2021-04-19 21:30:03,Mrsc500,"Pleasant Valley, NY",Do you know anyone buying new homes? New cars? I’d love to be the one to help them get covered. We all know referra… https://t.co/UfuRsmCQ1n
192,2021-04-19 21:26:28,EdHicksNissan,"Corpus Christi, Texas","Can you drive home a Nissan Versa today, and pay only $199/month? YES YOU CAN, WOOOOO! Get pre approved now:… https://t.co/tGmyFk0fl1"
193,2021-04-19 20:56:50,TimSecret4,,I’m in love....#gryaris #newcar https://t.co/M3kWx9Jyly
194,2021-04-19 20:16:44,TheSobshow,"Detroit,MI",Hey @totallyjuiced80 found a way to dissolve all debts... new show alert 🚨.... ok bye #plasticsurgery #newcar… https://t.co/eM4zhy58NS
195,2021-04-19 20:00:54,fundpire,"99 Wall Street, New York, NY ","RT @autodigg: Are EV Trucks Ready For Texas (As Of April 2021)? https://t.co/M9zyl6EsmM
Follow us for exclusive deals, car buying discounts…"
196,2021-04-19 20:00:04,autodigg,"Austin, TX","Are EV Trucks Ready For Texas (As Of April 2021)? https://t.co/M9zyl6EsmM
Follow us for exclusive deals, car buying… https://t.co/D2Sbps8hnc"
197,2021-04-19 20:00:02,RankSuggest,Dublin Ireland,"See this cool car. Please like it, retweet and follow me. #cars #car #newcar https://t.co/CjtboGCOnK"
198,2021-04-19 19:52:19,SydneyMY,,Test drive day!! #NewCar
199,2021-04-19 19:19:53,Kirra__B,"Dallas, TX",RT @Steady_Moppin: Today I became a proud owner of a 2021 Volvo S60 T5 😩😩 #Volvo #ProudOwner #NewCar https://t.co/UazmgfZ4hP
200,2021-04-19 19:06:31,bertogdenrgv,Rio Grande Valley,Don't stress and waste time crunching numbers alone! Visit the #finance experts at one of our many convenient locat… https://t.co/4PR7THgPOC
201,2021-04-19 19:01:27,MoveCarLeasing,United Kingdom,"Get your new Porsche Macan SUV from MVL today!

https://t.co/5PoKhNmXpd

#MVL #movevehicleleasing #carleasing #car… https://t.co/SCtRkW48HY"
202,2021-04-19 18:37:31,ChampionCBG,"502 South 1st St, LaGrange KY","It’s a great day at Champion when mom and daughter both pull out with a new set of wheels!
#champion #sold… https://t.co/9ahPczmash"
203,2021-04-19 18:24:41,itsdaveedordj,"Dallas, TX ","‘Bout time I change things up a bit. #newcar @ Dallas, Texas https://t.co/u65yznXMCV"
204,2021-04-19 18:10:16,SMSsupply,"Libby, MT","RT @GillmanHondaNor: They're ready to take their new #Honda out for a spin! 🚘 

Congrats on your new vehicle!

#teamgillman #happycustomers…"
205,2021-04-19 18:01:11,BobBellChevBalt,"Baltimore, MD","Estimate your credit score with us today and we promise to find the loan or lease that suits you, even if your cred… https://t.co/0JWaXkKy2q"
206,2021-04-19 18:01:03,SinclairAudi,Bridgend | Swansea | Neyland,"Your new Audi, with 3 months on us*. Three monthly instalments covered on top of existing offers when you finance a… https://t.co/VVfJvT6bY4"
207,2021-04-19 17:35:51,Steady_Moppin,"Port Hueneme, CA",Today I became a proud owner of a 2021 Volvo S60 T5 😩😩 #Volvo #ProudOwner #NewCar https://t.co/UazmgfZ4hP
208,2021-04-19 17:33:18,rickhillporsche,"Kingsport, TN",Providing the highest standard in the industry to every customer is our team's number one priority.… https://t.co/YpFg11WK0j
209,2021-04-19 17:25:46,BisnisDea,,Porsche Taycan 4S Exterior and Interior in Detail https://t.co/0DVQ9nmitd lewat @YouTube #Porsche #taycan #newcar… https://t.co/e79yvZbtbT
210,2021-04-19 17:22:50,KuT4ThiS,"Louisiana, USA",Soon things will change. At the end of my recovery.  I speak a #newcar #newjob #newapartment in Jesus name. I decre… https://t.co/W89vyeaX7x
211,2021-04-19 17:15:07,GillmanHondaNor,"Houston, TX","They're ready to take their new #Honda out for a spin! 🚘 

Congrats on your new vehicle!

#teamgillman… https://t.co/QPdUCRuxFG"
212,2021-04-19 17:13:48,Elijah_Veluzat,"California, USA",Just when I thought she couldn’t get any more fly 😉💙🚙 #love #newcar #subaru #beautiful #wife #wonderful #life @ Sub… https://t.co/WjQOKxrzWK
213,2021-04-19 17:10:04,AttoInsurance,,".@CanadaDrives Now as we get deeper into 2021, the question for interested car buyers is: Is now a good time to str… https://t.co/2ewBOuven9"
214,2021-04-19 17:00:01,RankSuggest,Dublin Ireland,This is a rare pic. Please like it and follow me.  #cars #car #newcar https://t.co/XyLurt0ho9
215,2021-04-19 16:59:03,WCCKia,"Wexford, Ireland","FREE HOME CHARGER when you buy a new 211 Kia this April*⚡
Full details 👉 https://t.co/USbwaacJDO or call 053 91 928… https://t.co/Qg4Djdtsnc"
216,2021-04-19 16:45:12,justinwhitsell,"Roseville, CA","Personality vs. Pocketbook: Should you lease, finance, or pay cash for your next car? #NewCar https://t.co/aryjhG1U0k"
217,2021-04-19 16:45:09,BeadlesJaguar,England,"You set the pace. 

Discover Jaguar's Compact SUV - the E-PACE: https://t.co/WYnH4tnRJe

#Jaguar #EPACE #SUV… https://t.co/AJW3q2tMpx"
218,2021-04-19 16:32:06,ToyotaOnNich1,"Nicholasville, Kentucky","Eric and Amanda Free
 with their 2021 Toyota RAV4 XLE Premium. 

Thank you from Steve Jennings and Toyota on Nichol… https://t.co/R2v8KlE2BM"
219,2021-04-19 16:30:02,DMD_Detailing,"Johnstone, Scotland",My #NewCar Protection Package consists of me applying one of my #CeramicCoating options which provides from 2 years… https://t.co/Mh1dMtZL8I
220,2021-04-19 16:03:01,rentonmazda,"Renton, WA","The Matlocks found the right used CX-5 in the perfect color. Congratulations!  🤩

#Mazda #MazdaCX5 #NewCar #Sold… https://t.co/4tmyUX7II5"
221,2021-04-19 16:00:54,wealthtender,"Texas, USA","Can buying your next car new actually save you money? Find out here: https://t.co/tGp3Iv1YvG

#personalfinance #money #newcar #car"
222,2021-04-19 16:00:01,HillBuickGMC,3960 West Chester Pike 19073,Check out this 2021 Buick Enclave Avenir. Qualified Buyers can get 0% financing for up to 72 months and additional… https://t.co/UgouMb7Ijq
223,2021-04-19 15:58:00,SCIMysteryShop,North America,Do you live in California &amp; own a car made in 2018 or newer with GPS/Bluetooth abilities? If you could spare 5 min.… https://t.co/KRgfUA3g3j
224,2021-04-19 15:52:09,houston_direct,"Houston, TX","Great way to start a Monday, Happy Monday!
#HoustonDirectAuto #newcar #autosales #dealers #carsforsale #carbuying https://t.co/icV6VDxV8p"
225,2021-04-19 15:38:10,Jacks_AutoSales,"Traverse City, MI",It's more than just our job -- it's our passion. #JackAutoSales #JacksAutoSalesMI #NewCar #EngineRepair #AutoSales https://t.co/8sQkDtoxN9
226,2021-04-19 15:32:09,iBMWSpecialist,(252) 801-0017,"If You're In The Market, Stop By And See Me. Or Call &amp; We Can Do Everything Over The Phone, Enjoy! #BMW… https://t.co/77ryFS0iX3"
227,2021-04-19 15:15:04,SaveOnSahara,Las Vegas,"2021 Dodge Charger SXT
Must See : Click Here : https://t.co/T9mkLAxKVY
#lasvegas #vegas #sales #nevada #newcar… https://t.co/tZ1BTGr6Sp"
228,2021-04-19 15:02:34,ShaivalPal,"JAUNPUR(UP),INDIA","Gyus My new car hyundai Creta watch on my YouTube channel
https://t.co/RM84yzrbMX
#Hyundai #Hyundaicreta #creta2021… https://t.co/VWsc5xyp8Q"
229,2021-04-19 15:00:40,autodigg,"Austin, TX","VW ID.6, ID.6 Crozz Seven-Seater EV Unveiled---https://t.co/y8wxSdkOKc
#Followus - for exclusive offers, early sale… https://t.co/0ysTp83XEa"
230,2021-04-19 14:51:06,Carsforsalecom,,Interested in a specific brand of car? Here’s the entry level car offering for each major manufacturer for an intro… https://t.co/OYG6Bb4784
231,2021-04-19 14:42:38,DCHGardenaHonda,"Gardena, CA",Now's a great time to drive off in a new Honda thanks to our Dream Garage spring event. Just don't sleep on these d… https://t.co/xSU6ciy1mX
232,2021-04-19 14:38:16,MHHyundai,"Mission Hills, CA","The all-new 2022 Hyundai Tucson is here! Check it out today. https://t.co/7kIB5YeX1H

#MissionHillsHyundai #Hyundai… https://t.co/M1d0HGXvfT"
233,2021-04-19 14:26:51,Cambridgehonda,"Cambridge, Ontario",Congratulations Jesse on the purchase of your brand new #HondaCivic Hatchback! 🚘💯✅ Moe loved helping you find your… https://t.co/b6l5upGNzc
234,2021-04-19 14:17:24,PremierToyotaUK,Llandudno Junction,"Mrs Powell, has collected her brand new Toyota Yaris Hybrid, finished in Pure White.

Thank you for choosing Premie… https://t.co/chYhVX7fcw"
235,2021-04-19 14:15:26,simplyvikash,"New Delhi, Delhi",Welcome to the family..beauty..first good news after so many days #newcar #hondacity https://t.co/eFUOdzKxy1
236,2021-04-19 14:10:16,SMSsupply,"Libby, MT","RT @VanceMotorsBan: 🚘 New wheels! 🚙

#vancemotorsbancroft #bancroft #bancroftontario #newwheels #newcar #happycustomers #jeep #dodge #ram #…"
237,2021-04-19 14:00:08,HondaSisley,Canada,"Did you know you can purchase a new or used vehicle at Sisley Honda without leaving the comfort of your home?

Chec… https://t.co/0G7Dio4JaF"
238,2021-04-19 13:43:00,whatcar,UK,"New week, fantastic #newcar savings.

Click anywhere to see how much you could save when you buy with What Car? New Car Buying👇"
239,2021-04-19 13:42:03,VanceMotorsBan,"Bancroft, Ontario Canada","🚘 New wheels! 🚙

#vancemotorsbancroft #bancroft #bancroftontario #newwheels #newcar #happycustomers #jeep #dodge… https://t.co/Xr7cnSYYxz"
240,2021-04-19 13:33:16,LindopToyota,Wrexham & Queensferry,"Congratulations, to Dave and Katharina Simkiss, who have collected their brand new C-HR and Yaris, from Tom Ames, a… https://t.co/D5zwVl8QbO"
241,2021-04-19 13:10:03,WCCNissan,"Wexford, Ireland","Another Nissan Juke Click &amp; Deliver to Castlebridge 🚗
#Newcar #Juke #Nissan #NissanJuke https://t.co/sTpKdiwN9U"
242,2021-04-19 13:08:00,GBSCars,Nottinghamshire,Several Zero kits will be ready for export over the next few weeks.... https://t.co/upQ7i8po34 #gbs #gbszero #zero… https://t.co/W9A0Voxe3J
243,2021-04-19 12:01:39,MoveCarLeasing,United Kingdom,"🧡Check out the latest deals we have on these super cool Renault Clio Hatchbacks 

https://t.co/z1nsA18V36

#MVL… https://t.co/FCsOnaocBd"
244,2021-04-19 12:00:48,BMWBloomfield,"Bloomfield, NJ",Starting the week off behind the wheel of a new BMW always feels better. Take advantage of our April incentives and… https://t.co/0JIbEgpp9D
245,2021-04-19 12:00:09,DCH_Nanuet,"Nanuet, NY","Now's the time to drive off in the Honda of your dreams, thanks to our spring event! Stop by or check us out online… https://t.co/GvErk2qiJH"
246,2021-04-19 12:00:03,RankSuggest,Dublin Ireland,Don't click on this pic. it will blow your mind.  #cars #car #newcar https://t.co/rNWRWg5J6C
247,2021-04-19 11:46:53,fleethonda,"Bolton, England","Join us at the HR-V e:HEV consumer virtual event on Thursday 22nd April at 7pm.
https://t.co/5VN9I4dlou
#Honda #hrv… https://t.co/CN22m5oQPL"
248,2021-04-19 11:08:01,ricklondon,Usually in the forest,#Pee In The #Cars by @LTCartoons #carsales #usedcars #newcar #authodealership #funny #humor #cartoon #comic https://t.co/yMkrjp4oPb
249,2021-04-19 10:11:36,KeyWorkerCarLe1,Preston,"Oooooo, moody looking teaser. Love it! 
#keyworkercarleasing #keyworker #nhs #newcar #noprocessingfee #electriccars… https://t.co/PZnG53mkdM"
250,2021-04-19 10:05:25,HannahJoyBull,,Today’s been a VERY good day ☺️ 🚙🚙🚙 #beepbeep #newcar https://t.co/jqHQtQxWzq
251,2021-04-19 09:32:49,Jben001,Essex,RT @WLMGltd: Our Re-Opening Event finishes today! Its been a great success so far and we have enjoyed seeing everyone back in our showrooms…
252,2021-04-19 09:00:26,mini_bridgwater,"South West, England",Did you know we offer #MINI on the #Motability scheme? Interested to know more? Simply visit… https://t.co/OOd6KDmObL
253,2021-04-19 08:55:49,WLMGltd,"Middlesex, Berks and Bucks",Our Re-Opening Event finishes today! Its been a great success so far and we have enjoyed seeing everyone back in ou… https://t.co/K9SJb62K94
254,2021-04-19 08:38:23,CitygateCars,London and Thames Valley,Congratulations to Mr &amp; Mrs Griffin who recently collected their new car from Citygate ŠKODA Slough. Thank you for… https://t.co/8dA0voBOaY
255,2021-04-19 07:37:43,mintygreen2,cheshire ,Win £5000 #TAXFREE with #Fizzcompetitions tickets only £2.49 what would  you spend #£5000 on ? a #holiday #newcar… https://t.co/tTqfQhFL1E
256,2021-04-19 07:14:58,CarConversatio1,Australia,Here's #Australian #pricing for the new #Toyota #Kluger complete with a #hybrid option. #newcar #SUV #4x4… https://t.co/WKp1b62Fbs
257,2021-04-19 06:44:16,DMD_Detailing,"Johnstone, Scotland",Honda Civic Type R after undergoing my #NewCar Paint Protection Package. https://t.co/bX6QXteC2x #CarDetailing… https://t.co/lUXXWC85IO
258,2021-04-19 06:00:03,RankSuggest,Dublin Ireland,"This is one of my favourites. Please like it, retweet and follow me. #cars #car #newcar https://t.co/YxsiOrhbqz"
259,2021-04-19 04:30:07,MadisonWellsLtd,North Sydney,It's almost autumn - time to get some new wheels! Astute St Leonards can help finance a new car: fast approvals. Ap… https://t.co/PZJdYrOGvk
260,2021-04-19 04:00:02,RankSuggest,Dublin Ireland,"See this cool car. Please like it, retweet and follow me. #cars #car #newcar https://t.co/6c5Pf3Vhfe"
261,2021-04-19 02:03:54,evbuyerin,,"Toyota bZ4X Concept Unveil 
Toyota bZ, is the newly established series of battery ⚡️🔋powered #electricvehicles. 
Vi… https://t.co/3Urp182Xsf"
262,2021-04-19 02:03:33,autobuyerin,"Pune, India","Toyota bZ4X Concept Unveil 
Toyota bZ, is the newly established series of battery ⚡️🔋powered #electricvehicles. 
Vi… https://t.co/3JzQ3uwm0n"
263,2021-04-19 02:03:29,morris_kurt,,"Toyota bZ4X Concept Unveil 
Toyota bZ, is the newly established series of battery ⚡️🔋powered #electricvehicles. 
Vi… https://t.co/wKyIZ9yYhD"
264,2021-04-19 02:00:03,RankSuggest,Dublin Ireland,"This is cool. Isn't? Please like it, retweet and follow me. #cars #car #newcar https://t.co/0wnUKma0Rx"
265,2021-04-19 01:25:22,JakePellNews,"Long Island, NY",Making some biiiiiiig upgrades!! Just bought a BRAND NEW 2021 Nissan Versa SV all by myself! I'm in love!! 😍😍😍… https://t.co/jkGRgVNL0D
266,2021-04-19 01:10:19,klc714,"Sanford, Florida","Say hello to Gavin! 👋
.
.
.
#newcar #newcarwhodis #mazdacx5 #mazda #lease #newcarevery3years #instagood… https://t.co/8JmCDMw0LA"
267,2021-04-18 20:00:02,RankSuggest,Dublin Ireland,Did you like this car? Please retweet and follow me. #cars #car #newcar https://t.co/lhrx3EWgv3
268,2021-04-18 19:58:45,RZeszow,"Rzeszów, Poland.",RT @WildeDrive: The dogs approve of the new ute. 1975 Kingswood one tonner ute finished in a polished rat rod style. Not nearly as ratty as…
269,2021-04-18 19:13:53,LindopToyota,Wrexham & Queensferry,"Congratulations, Mr Talens, who has collected his brand new Toyota Yaris, from Tom Ames, at Lindop Toyota Queensfer… https://t.co/jFeQ6q2M50"
270,2021-04-18 19:00:02,RankSuggest,Dublin Ireland,"If you did not see this, you did not see anything. Please like it, retweet and follow me. #cars #car #newcar https://t.co/4qikcxvTT8"
271,2021-04-18 19:00:00,onerequest,,CAUTION: OneRequest makes car shopping easy. You may enjoy shopping for your new vehicle. OneRequest is not respons… https://t.co/AmCQ0GwjAD
272,2021-04-18 18:49:02,StVincentFCU,"Erie, Pennsylvania",On your marks... get set... LOAN! 🏁 Experience lightning-fast speeds and shockingly-low rates when you apply for an… https://t.co/eB78zTUASZ
273,2021-04-18 18:10:48,1000OaksTraders,"Thousand Oaks, CA",Check out what I’m selling on Mercari! Genuine Chevrolet Sneakers https://t.co/lQpkw5i5Fp #Chevrolet #Chevy… https://t.co/9cpE3bG8yM
274,2021-04-18 18:02:40,1000OaksTraders,"Thousand Oaks, CA",Check out what I’m selling on Mercari! Genuine Chevrolet Sneakers https://t.co/6QdDWUH84q #Chevrolet #Chevy… https://t.co/1kU61qRGyv
275,2021-04-18 18:00:02,RankSuggest,Dublin Ireland,This is a rare pic. Please like it and follow me.  #cars #car #newcar https://t.co/3lG3UHgzt6
276,2021-04-18 17:37:36,DMD_Detailing,"Johnstone, Scotland",My #NewCar Paint Protection Package consists of me applying one of my #CeramicCoating options which provides from 2… https://t.co/sfP51MDOK5
277,2021-04-18 17:36:26,BethKnightPhD,"North Carolina, USA","I'm in the market for a #newcar. @Honda @Toyota @subaru_usa , given the higher deaths &amp; injuries for women, which o… https://t.co/uln880UXV9"
278,2021-04-18 17:24:07,PutnamSan,San Mateo ,Today is a beautiful day for a #newcar! 👏🏼 Putnam #Ford of San Mateo has plenty of options and a friendly team stan… https://t.co/aFQJFRG7UC
279,2021-04-18 17:09:25,xuelixon,Tiktok: @xuelianna,"My only love 
Her name is Valkyrie 
Will be posting her more often 😍
-
-
-
#cars #DodgeChallenger #newcar #2021year… https://t.co/RFUHmyobAG"
280,2021-04-18 17:00:44,SinclairAudi,Bridgend | Swansea | Neyland,We have a broad range of ex-demonstrators in stock that are available now and ready to go. Browse our stock:… https://t.co/SM7957o0Pp
281,2021-04-18 16:35:12,car_carriage,"Dallas, TX","If you bought your #NewCar on the internet, then you may need to #Transport it to your own state. Leave this matter… https://t.co/qoQmMSoLoX"
282,2021-04-18 16:18:01,ricklondon,Usually in the forest,#Pee In The #Cars by @LTCartoons #carsales #usedcars #newcar #authodealership #funny #humor #cartoon #comic https://t.co/yMkrjp4oPb
283,2021-04-18 16:13:48,RankSuggest,Dublin Ireland,"If you did not see this, you did not see anything. Please like it, retweet and follow me. #cars #car #newcar https://t.co/5OyDdMejOE"
284,2021-04-18 16:02:12,509autosales,"Kennewick, WA","That's why we have a wide range of vehicles to fit any style, preference, or accommodations! 😊 

💻… https://t.co/wCLNT7VY8O"
285,2021-04-18 15:50:00,GBSCars,Nottinghamshire,"The Zero has a large boot that is ideal for the shopping, picnic basket or tent for that weekend away camping....… https://t.co/pDXshB517k"
286,2021-04-18 15:15:05,SaveOnSahara,Las Vegas,"2021 Dodge Charger SXT
Must See : Click Here : https://t.co/T9mkLAxKVY
#lasvegas #vegas #sales #nevada #newcar… https://t.co/sfxpffD4E2"
287,2021-04-18 15:01:11,MoveCarLeasing,United Kingdom,"🌴Currently our most affordable SEAT deal is on the immense IBIZA hatchback. 

https://t.co/FsCEMZqXXi

#MVL… https://t.co/14ksdzz4Hb"
288,2021-04-18 13:52:15,MissMcMillan17,"Scotland, United Kingdom",I'm going to be changing my car this year. I'm considering leasing as buying a car outright is pretty expensive. Do… https://t.co/J6HBzBdZlh
289,2021-04-18 12:47:10,shaiya_monae,,it’s #newcar season
290,2021-04-18 12:13:51,Kanchan38204276,,"RT @alphationauto: Alphation Auto wishes you a very happy and joyous New Year! 

Drop in to avail exciting new year offers and discounts!!…"
291,2021-04-18 09:42:00,LemonChecks,"Cleveland, OH",TAX Time 💵 #CarBuying 🚘 #NEWcar Season!! —👉 make SURE you get the BEST DEAL!!👇👇 find CHEAP #SUVs &amp; #Trucks 🛻 👇👇 https://t.co/EU4odsycbh
292,2021-04-18 09:10:58,Sipdeal99,"Berlin, Germany",RT @mini_bridgwater: Looking for a #New or #ApprovedUsed #MINI this #Sunday. Check out the latest #newcar #offers and our #ApprovedUsed ran…
293,2021-04-18 09:10:14,SipDeal100,Iceland,RT @mini_bridgwater: Looking for a #New or #ApprovedUsed #MINI this #Sunday. Check out the latest #newcar #offers and our #ApprovedUsed ran…
